                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.80689,                  1.264,                 1.3098,                0.58128,                0.52474,                   0.55,                0.42058,                0.96004,                 1.7545,                 1.6108,               0.007723,               0.007723,               0.007723
                     26,                0.80986,                   1.23,                 1.3077,                0.51844,                0.54213,                0.55789,                0.41081,                0.97343,                 1.6031,                 1.6257,               0.007624,               0.007624,               0.007624
                     27,                0.82628,                 1.2478,                 1.3093,                0.58495,                0.52201,                0.52754,                0.38894,                 1.0352,                 2.0403,                 1.6903,               0.007525,               0.007525,               0.007525
                     28,                 0.8372,                 1.2545,                 1.3329,                0.61756,                0.38557,                   0.41,                0.30075,                 1.0112,                 2.1838,                 1.6227,               0.007426,               0.007426,               0.007426
                     29,                0.82917,                 1.2317,                 1.3304,                0.65187,                0.60457,                0.64484,                  0.478,                0.96497,                 1.4733,                  1.624,               0.007327,               0.007327,               0.007327
                     30,                0.80859,                 1.1719,                 1.3043,                0.59229,                0.49852,                0.55721,                0.42707,                0.89496,                 1.6768,                 1.5126,               0.007228,               0.007228,               0.007228
                     31,                0.79814,                 1.1872,                 1.2944,                0.65572,                0.55068,                0.61414,                0.46589,                0.91996,                 1.6357,                 1.5594,               0.007129,               0.007129,               0.007129
                     32,                0.79098,                 1.1872,                 1.3116,                0.56159,                0.51819,                0.52788,                0.38385,                 1.0932,                 1.7985,                  1.786,                0.00703,                0.00703,                0.00703
                     33,                0.78872,                 1.1318,                    1.3,                0.56116,                0.56505,                0.61258,                0.46337,                0.94266,                 1.5197,                 1.5956,               0.006931,               0.006931,               0.006931
                     34,                0.77463,                 1.1321,                 1.2784,                0.66748,                0.47867,                0.56877,                0.44742,                0.89864,                 1.6758,                 1.5854,               0.006832,               0.006832,               0.006832
                     35,                0.77527,                 1.1591,                 1.2913,                0.64305,                0.55794,                 0.6321,                0.46461,                0.94372,                 1.5678,                 1.5539,               0.006733,               0.006733,               0.006733
                     36,                0.77598,                 1.1487,                  1.272,                0.50604,                0.56235,                0.54845,                0.42766,                 0.9298,                 1.8457,                 1.5843,               0.006634,               0.006634,               0.006634
                     37,                0.75625,                 1.1085,                 1.2669,                0.60639,                0.56912,                0.60254,                 0.4698,                0.91811,                 1.6349,                 1.5963,               0.006535,               0.006535,               0.006535
                     38,                0.75442,                 1.1088,                  1.268,                0.67359,                0.58447,                0.65261,                0.50426,                0.89321,                 1.3528,                 1.5466,               0.006436,               0.006436,               0.006436
                     39,                 0.7139,                 1.0401,                 1.2458,                0.64909,                0.63624,                0.67711,                0.51989,                0.86719,                 1.2917,                 1.4963,               0.006337,               0.006337,               0.006337
                     40,                0.71774,                 1.0204,                 1.2431,                0.58974,                0.65874,                0.65572,                0.51377,                0.92861,                 1.4962,                 1.5776,               0.006238,               0.006238,               0.006238
                     41,                0.75486,                 1.0234,                 1.2689,                0.71654,                0.56741,                0.65017,                 0.5112,                0.85408,                 1.4761,                 1.4919,               0.006139,               0.006139,               0.006139
                     42,                0.74473,                 1.0032,                 1.2591,                0.75813,                0.62664,                0.72503,                  0.559,                0.87619,                 1.2045,                 1.5224,                0.00604,                0.00604,                0.00604
                     43,                0.74127,                 1.0447,                 1.2625,                0.66807,                0.68864,                0.72944,                0.58228,                0.79661,                 1.1627,                  1.423,               0.005941,               0.005941,               0.005941
                     44,                0.73138,                 1.0075,                 1.2488,                0.54857,                0.65571,                0.66154,                 0.5298,                0.82024,                 1.4165,                 1.4514,               0.005842,               0.005842,               0.005842
                     45,                0.72387,                 1.0057,                 1.2391,                0.75808,                0.55945,                0.66955,                0.52329,                0.83942,                  1.357,                 1.4579,               0.005743,               0.005743,               0.005743
                     46,                0.71432,                 0.9816,                 1.2307,                 0.5849,                0.58977,                0.65178,                0.51668,                0.85298,                  1.403,                 1.4918,               0.005644,               0.005644,               0.005644
                     47,                0.70769,                0.96575,                 1.2308,                 0.6989,                 0.6285,                0.71126,                0.55207,                0.81099,                 1.2695,                  1.429,               0.005545,               0.005545,               0.005545
                     48,                 0.7185,                 0.9738,                  1.236,                0.65811,                0.68375,                0.72536,                0.57548,                 0.7954,                 1.1265,                 1.4214,               0.005446,               0.005446,               0.005446
                     49,                0.70103,                0.92394,                 1.2026,                0.70951,                0.60304,                0.70857,                0.57841,                0.78294,                 1.2662,                 1.4196,               0.005347,               0.005347,               0.005347
                     50,                0.68577,                0.90925,                 1.2162,                0.80795,                0.62631,                0.73834,                0.59088,                0.83115,                 1.1443,                 1.4625,               0.005248,               0.005248,               0.005248
                     51,                0.68839,                0.88927,                 1.2187,                0.64477,                0.66115,                0.70789,                0.55301,                0.81188,                 1.1613,                  1.457,               0.005149,               0.005149,               0.005149
                     52,                0.69287,                0.92126,                 1.2168,                 0.7717,                0.60736,                 0.7381,                0.58391,                0.82224,                 1.2099,                 1.4451,                0.00505,                0.00505,                0.00505
                     53,                0.69935,                0.91886,                 1.2149,                0.73467,                0.64753,                  0.735,                 0.5839,                0.81932,                 1.1411,                 1.4191,               0.004951,               0.004951,               0.004951
                     54,                0.67426,                0.85134,                 1.2121,                0.72512,                0.66218,                0.71994,                0.55742,                0.85199,                 1.2156,                 1.4726,               0.004852,               0.004852,               0.004852
                     55,                0.68404,                0.86687,                 1.2188,                0.70404,                0.63182,                0.70397,                0.56351,                0.81667,                 1.2219,                 1.4572,               0.004753,               0.004753,               0.004753
                     56,                0.66609,                0.87525,                 1.2028,                 0.6221,                0.62628,                0.66316,                0.51637,                0.96358,                 1.2877,                 1.7208,               0.004654,               0.004654,               0.004654
                     57,                0.66104,                0.88137,                 1.1992,                0.65015,                0.67701,                0.71027,                0.56829,                0.78672,                 1.2146,                 1.4015,               0.004555,               0.004555,               0.004555
                     58,                0.65609,                 0.8183,                 1.1858,                0.70176,                0.64782,                0.72445,                0.58227,                 0.7472,                 1.2408,                 1.3706,               0.004456,               0.004456,               0.004456
                     59,                0.63931,                0.83808,                 1.1933,                0.73984,                0.71406,                0.77544,                0.62498,                0.75955,                 1.0437,                 1.3978,               0.004357,               0.004357,               0.004357
                     60,                0.65647,                0.82033,                 1.1961,                0.75266,                0.68656,                0.75652,                0.59988,                0.77725,                 1.0811,                 1.4087,               0.004258,               0.004258,               0.004258
                     61,                0.63996,                0.82694,                 1.1824,                0.70386,                 0.6746,                0.73464,                0.59381,                0.76499,                 1.1133,                 1.3912,               0.004159,               0.004159,               0.004159
                     62,                0.65945,                0.82955,                  1.199,                0.61878,                0.55884,                0.61847,                0.48097,                0.91532,                 1.5225,                  1.616,                0.00406,                0.00406,                0.00406
                     63,                0.63398,                0.77813,                 1.1692,                0.74637,                0.72793,                 0.7896,                 0.6292,                0.77842,                0.99689,                  1.402,               0.003961,               0.003961,               0.003961
                     64,                0.60395,                0.77862,                 1.1591,                0.75374,                0.67926,                0.76802,                0.62035,                0.77107,                 1.0643,                 1.3898,               0.003862,               0.003862,               0.003862
                     65,                 0.6122,                0.76303,                 1.1607,                0.74038,                0.66074,                0.75083,                0.60579,                0.77325,                 1.0993,                 1.3784,               0.003763,               0.003763,               0.003763
                     66,                0.62432,                0.78497,                 1.1677,                0.73279,                0.70841,                0.76154,                0.62913,                0.73498,                 1.0463,                 1.3581,               0.003664,               0.003664,               0.003664
                     67,                0.62802,                0.74847,                 1.1769,                 0.7674,                0.65025,                0.73027,                0.57608,                0.81313,                 1.1797,                 1.4258,               0.003565,               0.003565,               0.003565
                     68,                0.61527,                0.73379,                 1.1647,                0.79087,                0.72835,                0.80382,                0.65951,                0.71365,                0.91997,                 1.3446,               0.003466,               0.003466,               0.003466
                     69,                0.58412,                0.71896,                 1.1396,                0.76807,                0.73739,                0.80145,                0.65641,                0.72186,                0.90517,                 1.3561,               0.003367,               0.003367,               0.003367
                     70,                0.59866,                0.71066,                 1.1558,                0.67821,                0.71703,                0.77411,                0.60694,                0.80808,                 1.1571,                 1.4363,               0.003268,               0.003268,               0.003268
                     71,                 0.6135,                0.71422,                 1.1673,                0.72675,                0.68219,                 0.7501,                0.61057,                0.74442,                 1.1269,                 1.3783,               0.003169,               0.003169,               0.003169
                     72,                0.58671,                0.70422,                 1.1419,                0.77713,                0.70258,                0.77021,                0.63258,                0.73032,                  1.033,                 1.3731,                0.00307,                0.00307,                0.00307
                     73,                 0.5912,                0.70385,                 1.1525,                 0.6971,                0.73826,                0.77905,                0.62564,                 0.7704,                 1.0436,                 1.4251,               0.002971,               0.002971,               0.002971
                     74,                 0.5929,                0.70544,                  1.145,                0.74588,                 0.6653,                0.74333,                0.58024,                0.82031,                 1.1097,                 1.4386,               0.002872,               0.002872,               0.002872
                     75,                0.58242,                0.68081,                 1.1484,                0.79834,                0.66047,                 0.7869,                 0.6476,                0.71894,                0.93853,                  1.342,               0.002773,               0.002773,               0.002773
                     76,                0.56183,                0.68355,                 1.1285,                0.76081,                0.73154,                0.79678,                0.65126,                0.71812,                0.91093,                 1.3558,               0.002674,               0.002674,               0.002674
                     77,                0.57058,                0.66005,                 1.1276,                0.81245,                0.70816,                0.80333,                 0.6486,                0.73588,                0.96574,                 1.3843,               0.002575,               0.002575,               0.002575
                     78,                0.57072,                0.65736,                 1.1387,                0.78106,                0.74292,                0.80861,                0.66879,                0.73222,                0.92013,                  1.375,               0.002476,               0.002476,               0.002476
                     79,                0.56235,                0.65382,                 1.1273,                0.82458,                0.69703,                0.80967,                0.66272,                0.73901,                0.90079,                 1.4051,               0.002377,               0.002377,               0.002377
                     80,                0.56565,                0.63265,                 1.1297,                0.79689,                0.74232,                0.81268,                0.66965,                 0.7083,                 0.8395,                 1.3301,               0.002278,               0.002278,               0.002278
                     81,                0.55061,                0.63495,                 1.1198,                0.73341,                0.73731,                0.78472,                0.65346,                0.69246,                0.94875,                 1.3376,               0.002179,               0.002179,               0.002179
                     82,                0.54622,                0.60698,                 1.1151,                 0.7816,                0.72904,                0.80733,                0.66415,                0.68134,                0.85655,                  1.306,                0.00208,                0.00208,                0.00208
                     83,                0.55662,                0.61286,                 1.1257,                0.82393,                0.67772,                0.79761,                0.65609,                0.72939,                0.97216,                 1.3791,               0.001981,               0.001981,               0.001981
                     84,                0.53229,                0.60392,                 1.1069,                0.76517,                0.74561,                0.81548,                0.67646,                0.71412,                0.85164,                 1.3388,               0.001882,               0.001882,               0.001882
                     85,                0.53396,                0.58375,                 1.1025,                0.80546,                0.72427,                0.80517,                0.66355,                0.72513,                0.90314,                 1.3403,               0.001783,               0.001783,               0.001783
                     86,                 0.5233,                0.57793,                 1.0954,                0.82039,                 0.7331,                0.82249,                0.67702,                0.68244,                0.86556,                   1.32,               0.001684,               0.001684,               0.001684
                     87,                0.52941,                0.57263,                 1.1053,                0.75022,                0.78227,                0.83043,                0.68503,                0.67206,                0.88487,                 1.2973,               0.001585,               0.001585,               0.001585
                     88,                0.52053,                0.56985,                 1.0971,                0.82339,                 0.7231,                0.82375,                0.67984,                0.67447,                0.83759,                 1.2999,               0.001486,               0.001486,               0.001486
                     89,                0.52569,                0.55498,                 1.0938,                0.80347,                0.74435,                0.81268,                0.67715,                0.68142,                0.85603,                 1.2986,               0.001387,               0.001387,               0.001387
                     90,                0.50846,                0.54263,                 1.0971,                0.81374,                0.74119,                0.81679,                0.69965,                0.67742,                 0.8088,                 1.2847,               0.001288,               0.001288,               0.001288
                     91,                0.46362,                0.51521,                 1.1002,                0.75882,                0.76515,                0.81058,                0.67367,                0.72254,                0.89579,                 1.3416,               0.001189,               0.001189,               0.001189
                     92,                0.42402,                0.46125,                 1.0623,                0.76943,                0.73305,                0.81211,                0.68296,                0.68598,                 0.8708,                 1.3208,                0.00109,                0.00109,                0.00109
                     93,                0.40337,                0.42805,                 1.0537,                0.82099,                 0.7384,                0.82639,                0.69667,                0.65985,                0.79308,                 1.3159,               0.000991,               0.000991,               0.000991
                     94,                0.38975,                 0.4134,                  1.024,                0.76967,                0.78746,                 0.8295,                0.70713,                0.65453,                0.82127,                 1.3101,               0.000892,               0.000892,               0.000892
                     95,                0.39869,                0.39603,                  1.044,                0.78896,                0.77427,                 0.8293,                 0.7018,                0.65593,                0.82554,                 1.3188,               0.000793,               0.000793,               0.000793
                     96,                0.37472,                0.37542,                 1.0226,                0.81393,                0.75001,                0.82318,                0.70528,                0.63817,                0.79441,                 1.2846,               0.000694,               0.000694,               0.000694
                     97,                0.37688,                0.37308,                 1.0226,                0.80327,                0.78126,                0.83415,                0.70977,                0.64221,                0.75304,                  1.303,               0.000595,               0.000595,               0.000595
                     98,                0.36336,                0.35555,                 1.0073,                 0.7928,                0.78527,                0.83167,                0.70445,                0.65692,                0.79583,                 1.3101,               0.000496,               0.000496,               0.000496
                     99,                0.35474,                0.34132,                0.97635,                 0.8233,                0.77653,                0.83093,                0.71798,                0.61699,                0.79252,                 1.2611,               0.000397,               0.000397,               0.000397
                    100,                0.35058,                0.32625,                0.99063,                 0.8361,                0.76461,                0.84386,                0.72511,                0.63004,                0.73878,                 1.2762,               0.000298,               0.000298,               0.000298
